post-thumbnail href,attachment-medium src,cat-tag href,cat-tag,entry-date,entry-title,author,author href,avatar src,url,url href,post-thumbnail href 2,attachment-medium src 2,cat-tag href 2,cat-tag 2,entry-date 2,entry-title 2,author 2,author href 2,avatar src 2,url 2,url href 2,updated
https://www.altnews.in/baps-mandir-inaugurated-by-modi-is-not-the-first-hindu-temple-in-uae-false-claim-by-govt-amplified-by-media/,https://www.altnews.in/wp-content/uploads/2024/02/FI-Template-39-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,23rd February 2024,BAPS Mandir inaugurated by Modi is not the first Hindu temple in UAE; false claim by govt amplified by media,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/false-claim-of-muslim-population-of-haldwani-uttrakhand-increased-1000-to-one-lakh-in-20-years/,https://www.altnews.in/wp-content/uploads/2024/02/haldwani-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,20th February 2024,Haldwani violence: False claims about spike in Muslim population viral,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,
https://www.altnews.in/bangladeshi-hindu-girls-converted-to-islam-out-of-free-will-video-viral-with-false-claims/,https://www.altnews.in/wp-content/uploads/2024/02/FI-Template-38-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,19th February 2024,Bangladeshi Hindu girls converted to Islam out of free will; video viral with false claims,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/old-clip-viral-with-false-claim-that-mayavati-called-out-hamid-ansari-for-namaz/,https://www.altnews.in/wp-content/uploads/2024/02/ansari-1-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,17th February 2024,"Mayawati’s outburst at former VP Hamid Ansari had nothing to do with ‘offering namaz’, viral claims are false",by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,19th February 2024
https://www.altnews.in/truth-of-india-today-ne-claim-of-rahul-gandhi-body-double-bharat-jodo-nyay-yatra-himanta-biswa-sarma/,https://www.altnews.in/wp-content/uploads/2024/02/himanta-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,15th February 2024,Rahul Gandhi’s body double? False claim by Himanta Biswa Sarma after India Today’s misleading tweet,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/old-video-of-eid-celebration-in-jwalapur-falsely-linked-with-haldwani-violence/,https://www.altnews.in/wp-content/uploads/2024/02/haridwar-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,14th February 2024,Old video from Haridwar viral as visuals of Haldwani violence and Muslims demonstrating against UCC,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,
https://www.altnews.in/haldwani-violence-video-of-scuffle-in-mp-falsely-shared-with-communal-slurs/,https://www.altnews.in/wp-content/uploads/2024/02/FI-Template-36-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,14th February 2024,Haldwani violence: Video of scuffle in MP falsely shared with communal slurs,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/rahul-gandhi-did-not-say-501573-doctored-video-viral/,https://www.altnews.in/wp-content/uploads/2024/02/Copy-of-Feature-Image-Template-33-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,13th February 2024,"Rahul Gandhi did not say 50+15=73, doctored video viral",by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,
https://www.altnews.in/flag-row-in-karanatkas-mandya-how-ani-misled-its-audience-by-using-state-bjp-chiefs-erroneous-statement/,https://www.altnews.in/wp-content/uploads/2024/02/flag-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,10th February 2024,Flag row in Karanatka’s Mandya: How ANI misled its audience by using state BJP chief’s erroneous statement,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/xi-jinping-didnt-thank-rahul-gandhi-bharat-jodo-nyay-yatra-fake-tweet-viral/,https://www.altnews.in/wp-content/uploads/2024/01/rahul-china-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,10th February 2024,"No, Chinese leader Xi Jinping did not thank Rahul Gandhi, fake Global Times tweet viral",by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,11th February 2024
https://www.altnews.in/did-bjp-mla-brings-waste-to-temple-premises-and-then-clean-it-no-misleading-claim-viral/,https://www.altnews.in/wp-content/uploads/2024/01/bjp-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,10th February 2024,Video of BJP’s Lavingji Thakor cleaning temple premises shared with false claims,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/darbhanga-land-dispute-falsely-reported-as-case-of-forced-religious-conversion-viral-with-communal-spin/,https://www.altnews.in/wp-content/uploads/2024/02/darbhanga-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,9th February 2024,"Darbhanga land dispute falsely reported as case of forced religious conversion, viral with communal spin",by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,10th February 2024
https://www.altnews.in/karnataka-sslc-exam-paper-scheduled-in-2nd-half-on-friday-to-avoid-clash-with-pre-uni-test-bjp-sees-appeasement/,https://www.altnews.in/wp-content/uploads/2024/02/FI-Template-35-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,6th February 2024,Karnataka SSLC exam: Paper scheduled in 2nd half on Friday to avoid clash with pre-uni test; BJP sees ‘appeasement’,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/kharge-did-not-admit-defeat-by-acceding-400-seats-to-bjp-clipped-video-shared-by-union-ministers/,https://www.altnews.in/wp-content/uploads/2024/02/Copy-of-Feature-Image-Template-31-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,3rd February 2024,Kharge did not ‘admit defeat’ by acceding 400 seats to BJP; clipped video shared by Union ministers,by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,
https://www.altnews.in/mira-road-clashes-police-thrashing-detainees-to-rail-station-on-fire-unrelated-visuals-falsely-viral/,https://www.altnews.in/wp-content/uploads/2024/02/Copy-of-FI-Kit-76-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,3rd February 2024,Mira Road clashes: Police thrashing detainees to rail station on fire — Unrelated visuals falsely viral,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/three-of-bangladeshi-hindu-family-killed-by-relative-crime-falsely-communalized-by-indian-x-users/,https://www.altnews.in/wp-content/uploads/2024/02/Copy-of-Feature-Image-Template-2024-02-01T165805.288-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,1st February 2024,Three of Bangladeshi Hindu family killed by relative: Crime falsely communalized by Indian X users,by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,1st February 2024
https://www.altnews.in/alwar-family-feud-over-property-given-communal-spin-on-social-media/,https://www.altnews.in/wp-content/uploads/2024/01/Copy-of-Feature-Image-Template-2024-01-31T121940.028-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,31st January 2024,Alwar family feud over property given communal spin on social media,by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/scuba-divers-underwater-stunt-with-saffron-flag-falsely-viral-as-indian-navy-celebrating-ram-mandir-consecration/,https://www.altnews.in/wp-content/uploads/2024/01/FI-Template-33-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,24th January 2024,Scuba diver’s underwater stunt with saffron flag falsely viral as Indian Navy celebrating Ram Mandir consecration,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,
https://www.altnews.in/did-italian-pm-congratulate-hindus-on-ram-mandir-no-viral-clip-shows-her-thanking-followers-for-birthday-wishes/,https://www.altnews.in/wp-content/uploads/2024/01/Copy-of-Feature-Image-Template-29-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,24th January 2024,"Did Italian PM congratulate Hindus on Ram Mandir? No, viral clip shows her thanking followers for birthday wishes",by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/congress-linked-x-handles-share-puri-rath-yatra-footage-as-crowd-at-rahul-gandhis-march/,https://www.altnews.in/wp-content/uploads/2024/01/Copy-of-FI-Kit-75-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,22nd January 2024,Congress-linked X handles share Puri Rath Yatra footage as crowd at Rahul Gandhi’s march,by,https://www.altnews.in/author/abiradas/,https://secure.gravatar.com/avatar/8ebae6a59c55878a9a2865e984171e1b?s=32&d=identicon&r=g,Abira Das,https://www.altnews.in/author/abiradas/,
https://www.altnews.in/truck-that-caught-fire-in-unnao-was-not-headed-to-ayodhya-ram-mandir-misreport-by-republic-ndtv-mint-et-al/,https://www.altnews.in/wp-content/uploads/2024/01/FI-Template-32-300x157.jpg,https://www.altnews.in/topics/media-analysis/,Media analysis,21st January 2024,"Truck that caught fire in Unnao was not headed to Ayodhya Ram Mandir; misreport by Republic, NDTV, Mint et al",by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/old-video-viral-as-pakistan-retaliating-to-missile-strikes-by-iran/,https://www.altnews.in/wp-content/uploads/2024/01/Copy-of-Feature-Image-Template-27-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,20th January 2024,Old video viral as Pakistan retaliating to missile-strikes by Iran,by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,21st January 2024
https://www.altnews.in/old-video-of-procession-by-dhirendra-shastris-followers-falsely-shared-as-hindus-from-nepal-arriving-at-ayodhya/,https://www.altnews.in/wp-content/uploads/2024/01/FI-Template-29-1-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,15th January 2024,Old video of procession by Dhirendra Shastri’s followers falsely shared as Hindus from Nepal arriving at Ayodhya,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/none-of-the-11-spots-marked-in-aerial-view-shot-of-golden-temple-is-a-church/,https://www.altnews.in/wp-content/uploads/2024/01/FI-Template-31-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,15th January 2024,None of the 11 spots marked in aerial view shot of Golden Temple is a church,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,16th January 2024
https://www.altnews.in/tourists-body-dumped-on-maldives-beach-after-gang-rape-murder-no-its-a-sex-doll-found-in-thailand-in-2022/,https://www.altnews.in/wp-content/uploads/2024/01/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-16-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,12th January 2024,"Tourist’s body dumped on Maldives beach after gang rape & murder? No, it’s a sex doll found in Thailand in 2022",by,https://www.altnews.in/author/abiradas/,https://secure.gravatar.com/avatar/8ebae6a59c55878a9a2865e984171e1b?s=32&d=identicon&r=g,Abira Das,https://www.altnews.in/author/abiradas/,https://www.altnews.in/video-of-varanasi-temporary-toilet-shared-as-ayodhaya-ram-temple-fact-check/,https://www.altnews.in/wp-content/uploads/2024/01/toilets-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,12th January 2024,Old visuals of under-construction temporary lavatories in Varanasi falsely viral as open toilets in Ayodhya,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,
https://www.altnews.in/hindu-girl-raped-in-pakistan-in-2019-by-muslim-men-video-falsely-viral-as-hindus-raped-dalit-girl-in-gujarat/,https://www.altnews.in/wp-content/uploads/2024/01/Copy-of-Feature-Image-Template-25-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,10th January 2024,Hindu girl raped in Pakistan in 2019 by Muslim men; video falsely viral as Hindus raped Dalit girl in Gujarat,by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/old-unrelated-video-and-images-falsely-linked-to-rumors-of-masood-azhar-death/,https://www.altnews.in/wp-content/uploads/2024/01/azhar-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,6th January 2024,"Old photos, videos shared alongside claim of Jaish leader Masood Azhar’s death",by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,
https://www.altnews.in/video-of-student-thrashed-in-faridabad-falsely-shared-as-dalit-boy-beaten-up-at-ayodhya-ram-mandir-festival/,https://www.altnews.in/wp-content/uploads/2024/01/FI-Template-28-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,6th January 2024,Video of student thrashed in Faridabad falsely shared as Dalit boy beaten up at Ayodhya Ram Mandir festival,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/jatayu-in-ayodhya-viral-video-of-vultures-at-least-3-year-old-not-linked-to-ram-mandir/,https://www.altnews.in/wp-content/uploads/2024/01/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-14-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,6th January 2024,"‘Jatayu in Ayodhya’? Viral video of vultures at least 3-year-old, not linked to Ram Mandir",by,https://www.altnews.in/author/abiradas/,https://secure.gravatar.com/avatar/8ebae6a59c55878a9a2865e984171e1b?s=32&d=identicon&r=g,Abira Das,https://www.altnews.in/author/abiradas/,
https://www.altnews.in/image-of-student-and-headmaster-shared-with-false-husband-wife-claim/,https://www.altnews.in/wp-content/uploads/2024/01/kg-300x157.jpg,https://www.altnews.in/topics/religion/,Religion,4th January 2024,"Elderly Muslim man married to a child? No, viral photo shows teacher and student from Turkey KG school",by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/jamui-bjp-mla-shreyasi-singh-dancing-in-a-car-no-bhojpuri-actresss-video-falsely-viral/,https://www.altnews.in/wp-content/uploads/2023/12/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-13-300x157.jpg,https://www.altnews.in/topics/society/,Society,31st December 2023,"Jamui BJP MLA Shreyasi Singh dancing in a car? No, Bhojpuri actress’s video falsely viral",by,https://www.altnews.in/author/abiradas/,https://secure.gravatar.com/avatar/8ebae6a59c55878a9a2865e984171e1b?s=32&d=identicon&r=g,Abira Das,https://www.altnews.in/author/abiradas/,1st January 2024
https://www.altnews.in/goons-extorting-christmas-donations-in-kerala-no-its-a-scripted-video/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-24-1-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th December 2023,"Goons extorting Christmas donations in Kerala? No, it’s a scripted video",by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/2019-video-from-up-gangrape-shared-as-bihar-with-communal-angle/,https://www.altnews.in/wp-content/uploads/2023/12/gangrape-300x157.jpg,https://www.altnews.in/topics/religion/,Religion,30th December 2023,"UP gangrape footage falsely viral; In 2019 incident, perpetrators were all Muslims, victim a minor Hindu",by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,
https://www.altnews.in/fact-check-the-historic-hinglaj-mata-temple-in-pakistan-in-not-demolished/,https://www.altnews.in/wp-content/uploads/2023/12/pak-temple-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,28th December 2023,"Ancient Hinglaj Mata temple was not demolished in Pakistan, video related to land dispute viral with false claim",by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/muslim-man-urinating-on-pork-in-supermarket-no-its-a-prank-video-by-dutch-youtuber/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-22-300x157.jpg,https://www.altnews.in/topics/religion/,Religion,27th December 2023,"Muslim man urinating on pork in supermarket? No, it’s a prank video by Dutch YouTuber",Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,,,
https://www.altnews.in/parliament-security-breach-mysuru-sfi-leader-vijay-kumars-photo-falsely-shared-as-accused-manoranjan-d/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-21-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,14th December 2023,Parliament security breach: Mysuru SFI leader Vijay Kumar’s photo falsely shared as accused Manoranjan D,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/clip-of-child-crying-for-father-amid-sabarimala-rush-shared-out-of-context-with-plight-of-hindus-in-kerala-barb/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-20-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,13th December 2023,Clip of child crying for father amid Sabarimala rush shared out of context with ‘plight of Hindus in Kerala’ barb,Mohammed Zubair,https://www.altnews.in/author/mzubair/,https://www.altnews.in/wp-content/uploads/2020/04/uryQWygg_400x400-150x150.jpg,,,14th December 2023
https://www.altnews.in/old-video-report-by-zee-news-shared-in-connection-to-2023-telangana/,https://www.altnews.in/wp-content/uploads/2023/12/flag-300x169.jpg,https://www.altnews.in/topics/politics/,Politics,13th December 2023,‘Kalma’ written on Indian flag after Congress win in Telangana? Part of old Zee News bulletin falsely viral,by,https://www.altnews.in/author/kinjal/,https://secure.gravatar.com/avatar/d6311cc8df2415743434afda6290902c?s=32&d=identicon&r=g,Kinjal,https://www.altnews.in/author/kinjal/,https://www.altnews.in/viral-photo-of-woman-assaulted-2022-up-incident-in-which-main-accused-was-arrested-raked-up-with-ramrajya-jibes/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-FI-Kit-70-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,12th December 2023,"Viral photo of woman assaulted: 2022 UP incident, in which main accused was arrested, raked up with ‘Ramrajya’ jibes",by,https://www.altnews.in/author/abiradas/,https://secure.gravatar.com/avatar/8ebae6a59c55878a9a2865e984171e1b?s=32&d=identicon&r=g,Abira Das,https://www.altnews.in/author/abiradas/,
https://www.altnews.in/did-virat-kohli-have-beef-in-florida-no-couples-food-bill-from-us-eatery-falsely-viral-with-communal-jibes-at-cricketer/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-19-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,9th December 2023,"Did Virat Kohli have beef in Florida? No, couple’s food bill from US eatery falsely viral with communal jibes at cricketer",by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/old-video-of-bjps-vasundhara-raje-congratulating-neeraj-chopra-on-phone-falsely-linked-to-rajasthan-polls/,https://www.altnews.in/wp-content/uploads/2023/12/FI-Template-25-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,7th December 2023,Old video of BJP’s Vasundhara Raje congratulating Neeraj Chopra on phone falsely linked to Rajasthan polls,by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,10th December 2023
https://www.altnews.in/hamas-killing-men-by-throwing-them-off-a-building-no-viral-video-is-from-iraq-2015/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-Feature-Image-Template-18-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,7th December 2023,"Hamas killing men by throwing them off a building? No, viral video is from Iraq, 2015",by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/video-from-thailand-shared-as-attack-on-china-uighur-muslim/,https://www.altnews.in/wp-content/uploads/2023/06/thailand-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,6th December 2023,Video from Thailand falsely shared as Muslim man assaulted in China for praying in public,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,
https://www.altnews.in/israels-x-handle-at-it-again-fabricates-captions-to-twist-palestinian-girls-testimony-on-israeli-atrocities-in-gaza/,https://www.altnews.in/wp-content/uploads/2023/12/Copy-of-FI-Kit-69-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,2nd December 2023,This story has been retracted.,by,https://www.altnews.in/author/alt-news-staff/,https://www.altnews.in/wp-content/uploads/2017/07/altnews-logo-retina-32x32.jpg,Alt News Staff,https://www.altnews.in/author/alt-news-staff/,https://www.altnews.in/uttarakhand-rescue-union-ministers-media-outlets-share-ai-generated-image/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-24-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th November 2023,"Uttarakhand rescue: Union ministers, media outlets share AI generated image",by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,5th December 2023
https://www.altnews.in/old-unrelated-images-shared-out-of-context-to-show-israeli-forces-and-hamas-treating-kids-in-contrasting-ways/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-23-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th November 2023,"Old, unrelated images shared out of context to show Israeli forces and Hamas treating kids in contrasting ways",by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/ndtv-viral-opinion-poll-showing-cong-win-in-telangana-fake-no-survey-done/,https://www.altnews.in/wp-content/uploads/2023/11/Copy-of-Feature-Image-Template-16-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th November 2023,NDTV: Viral opinion poll showing Cong win in Telangana fake; no survey done,by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,30th November 2023
https://www.altnews.in/old-unrelated-images-shared-out-of-context-to-show-israeli-forces-and-hamas-treating-kids-in-contrasting-ways/,https://www.altnews.in/wp-content/uploads/2023/11/FI-Template-23-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th November 2023,"Old, unrelated images shared out of context to show Israeli forces and Hamas treating kids in contrasting ways",by,https://www.altnews.in/author/oishani/,https://secure.gravatar.com/avatar/6ac50c5465074ff5e2959b069f8e3a01?s=32&d=identicon&r=g,Oishani Bhattacharya,https://www.altnews.in/author/oishani/,https://www.altnews.in/ndtv-viral-opinion-poll-showing-cong-win-in-telangana-fake-no-survey-done/,https://www.altnews.in/wp-content/uploads/2023/11/Copy-of-Feature-Image-Template-16-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th November 2023,NDTV: Viral opinion poll showing Cong win in Telangana fake; no survey done,by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,30th November 2023
